scenario_idx,base,method,delta,direction_idx,n_clipped,init_loss,final_loss,converged,iters_to_tol,n_iter,elapsed_s,param_err_C_m,param_err_E_L,param_err_g_L,C_m_gt,E_L_gt,g_L_gt,C_m_fit,E_L_fit,g_L_fit
9,tonic,grad,0.1,9,1,1.5264371633529663,0.03270922228693962,1,5,25,0.5864272117614746,0.006494210450766811,0.007238021479694604,0.22478460187898874,191.16805950159707,-70.83437795877376,9.780206766511059,192.66172790527344,-70.5086669921875,11.578483581542969
9,tonic,nm,0.1,9,1,1.5264371633529663,0.09450706839561462,1,23,25,0.391294002532959,0.05566727701363905,0.0009401082930487013,0.11502623006605428,191.16805950159707,-70.83437795877376,9.780206766511059,203.97153321473405,-70.79207308558657,10.700416607039493
10,tonic,grad,0.1,10,1,0.251260906457901,0.024157116189599037,1,6,25,0.6152091026306152,0.0712251871494564,0.0037110981242297687,0.19317443883408503,197.44771101312497,-69.90558584137159,9.679713589669117,181.06591796875,-69.73858642578125,11.225109100341797
10,tonic,nm,0.1,10,1,0.251260906457901,0.03715197741985321,1,3,25,0.38874292373657227,0.007091956482311136,0.008373172166660146,0.21900939879391546,197.44771101312497,-69.90558584137159,9.679713589669117,199.07886100405653,-69.52879309387188,11.43178878002044
11,tonic,grad,0.1,11,0,1.0259733200073242,0.012608790770173073,1,9,25,0.5885980129241943,0.02268441995522212,0.001961128233741268,0.15169291457497303,195.3808229617714,-70.32583011622148,10.445283511403145,190.1634063720703,-70.23757934570312,11.65882682800293
11,tonic,nm,0.1,11,0,1.0259733200073242,0.05309697613120079,1,15,25,0.3879506587982178,0.011791327802474737,0.005398381772450497,0.08279354275608042,195.3808229617714,-70.32583011622148,10.445283511403145,198.0928283563406,-70.56875729598175,11.107631853451789
12,tonic,grad,0.1,12,1,1.624664545059204,0.03992750495672226,1,1,25,0.643873929977417,0.001789499627582937,0.007725230890619944,0.24644793632940365,200.7293186789925,-71.04354298285133,9.411140317653345,200.31773376464844,-70.69590759277344,11.382723808288574
12,tonic,nm,0.1,12,1,1.624664545059204,0.06381812691688538,1,16,25,0.4636070728302002,0.009932454450995712,0.0016321207441099734,0.13691449333530215,200.7293186789925,-71.04354298285133,9.411140317653345,203.01378320272153,-70.97009754936639,10.506456264335762
13,tonic,grad,0.1,13,1,2.7752954959869385,0.02737564593553543,1,6,25,0.7279031276702881,0.04385722023142354,0.008657825519453708,0.17738945508057435,206.76872008407727,-71.44015451653948,9.899940870280698,216.8558807373047,-71.05055236816406,11.319056510925293
13,tonic,nm,0.1,13,1,2.7752954959869385,0.07152632623910904,1,21,25,0.38889312744140625,0.013126290013550191,0.01030634248923674,0.040583364984132286,206.76872008407727,-71.44015451653948,9.899940870280698,203.74967338096073,-71.90393992855513,10.224607790153756
14,tonic,grad,0.1,14,0,1.5357052087783813,0.03689185157418251,1,1,25,0.586590051651001,0.05346968847769359,0.008384917930342479,0.17591480462839648,194.55123007298204,-71.128320757549,9.562475836349293,206.84925842285156,-70.7509994506836,10.969794273376465
14,tonic,nm,0.1,14,0,1.5357052087783813,0.047644831240177155,1,16,25,0.38834714889526367,0.036931421246331704,0.003751542704297132,0.11843254512369139,194.55123007298204,-71.128320757549,9.562475836349293,203.04545695963833,-70.95950133585563,10.509936197338824
15,tonic,grad,0.1,15,1,0.8879350423812866,0.010246866382658482,1,8,25,0.5947599411010742,0.13232492870553755,0.0018062477216817443,0.22477722392918142,196.62426302121895,-69.66676572752432,10.645158749704244,166.1895294189453,-69.748046875,12.443376541137695
